customer_id,signup_date,tenure_months,plan_type,region,avg_sessions_per_week,avg_session_duration_minutes,feature_usage_score,days_since_last_login,monthly_fee,payment_method,failed_payments_last_3_months,discount_applied,support_tickets_count,avg_ticket_resolution_time_hours,customer_satisfaction_score,marketing_email_opens_last_30_days,churn
CUST104801,09-09-2023,26,Premium,Central,7.13,21.8,13.1,48,772,Card,1,No,1,20.9,,12,0
CUST104802,24-11-2024,8,PRO,West,8.92,25.9,36.8,103,547,Card,0,No,2,1.3,1,4,0
CUST104803,27-09-2025,6,Basic,North,2.08,26,33.7,11,228,UPI,4,No,3,4.4,3,0,1
CUST104804,25-08-2025,16,PRO,West,0.8,38.7,89.2,95,411,UPI,1,No,0,14.1,4,12,0
CUST104805,15-04-2025,24,Basic,North,3.38,41.9,90.8,4,283,UPI,0,No,1,14.5,4,12,0
CUST104806,06-09-2024,30,PRO,West,7.58,33.5,13.1,99,501,UPI,2,No,0,1.5,4,6,0
CUST104807,02-09-2025,13,Basic,Central,1,38.4,76.7,91,298,NetBanking,1,No,1,29.8,5,11,1
CUST104808,30-03-2024,5,PRO,West,3.36,20,20.8,117,555,UPI,0,No,0,35.8,4,13,1
CUST104809,12-03-2025,25,basic,West,3.98,30,81.2,118,232,Card,3,Yes,3,0.4,,2,0
CUST104810,13-10-2023,20,Premium,Central,4.39,37.8,86.1,50,935,UPI,0,No,0,20,4,11,0
CUST104811,23-08-2024,18,basic,North,20.63,35.4,15.3,107,247,UPI,1,No,0,1.8,3,6,0
CUST104812,12-03-2024,18,Pro,Central,9.4,46.3,39.4,3,466,NetBanking,1,Yes,3,1.6,4,1,0
CUST104813,25-11-2025,2,basic,South,1.93,36.1,44.2,102,236,UPI,0,No,1,14.5,5,8,0
CUST104814,11-07-2024,10,Premium,West,2.26,4.3,96,102,837,NetBanking,0,No,2,1,5,9,0
CUST104815,27-01-2025,12,PRO,South,2.11,26.3,43.4,92,534,UPI,0,No,0,7.1,2,4,0
CUST104816,17-11-2025,13,Basic,Central,5.81,58.9,33,82,260,Card,0,No,3,5.8,4,7,1
CUST104817,15-09-2024,11,Premium,Central,5.47,25.6,65.8,24,735,NetBanking,0,Yes,2,13.6,3,5,0
CUST104818,12-11-2024,19,Pro,East,5.65,31.7,24.3,98,530,UPI,1,No,1,19.1,5,2,0
CUST104819,22-11-2024,35,PRO,South,9.98,2.8,66.3,23,517,UPI,1,Yes,3,2.8,2,14,0
CUST104820,24-07-2024,26,PRO,East,4.29,19.1,51.3,55,501,Card,2,Yes,1,2.4,3,5,0
CUST104821,25-07-2024,14,Basic,South,1.3,24.2,75.8,18,298,Card,0,Yes,2,28.4,2,11,1
CUST104822,10-11-2023,24,Premium,East,11.38,63.8,62.1,22,720,Card,1,No,2,0.1,4,10,1
CUST104823,26-07-2025,1,basic,East,6.29,34.9,25.9,94,260,UPI,0,No,3,9.9,1,13,0
CUST104824,19-10-2023,22,Basic,South,3.09,32.4,94.4,82,296,Card,0,No,2,10.8,5,1,0
CUST104825,11-08-2025,23,Premium,Central,6.45,30,50.4,95,901,Card,1,No,2,20.5,4,2,0
CUST104826,26-10-2024,19,PRO,North,5.3,15.3,77,76,501,NetBanking,1,No,0,2.9,4,10,1
CUST104827,09-11-2023,18,Basic,Central,1.65,50.9,57.9,45,240,NetBanking,0,No,0,35.8,3,10,1
CUST104828,24-12-2023,12,Basic,North,2.98,8.8,87.9,17,211,UPI,1,No,0,0.9,3,4,1
CUST104829,02-05-2025,28,PRO,South,2.28,32.8,40.3,60,507,Card,2,Yes,1,4.3,3,0,0
CUST104830,03-03-2024,28,Basic,West,10,2.9,67.5,70,267,Card,2,Yes,1,3.4,,13,0
CUST104831,15-10-2024,33,Premium,Central,6.09,26.2,17.1,44,745,UPI,0,No,0,2.9,4,1,1
CUST104832,23-06-2025,19,PRO,East,8.36,,17,87,501,Card,1,No,1,2.2,2,6,0
CUST104833,05-09-2023,28,basic,Central,1.31,22.9,85.9,45,201,Card,2,No,1,2.5,4,8,1
CUST104834,19-09-2025,26,Pro,South,3.73,48.5,83.7,16,482,NetBanking,1,No,1,17.9,4,11,0
CUST104835,31-07-2025,35,Pro,West,1.59,12.9,42.3,14,430,Card,0,No,1,40.3,4,8,0
CUST104836,06-07-2024,34,Pro,West,6.18,25.9,70.8,72,524,Card,0,Yes,4,17.8,5,6,0
CUST104837,24-05-2025,35,PRO,Central,2.5,48.1,84.6,33,526,UPI,0,Yes,1,3.5,3,12,0
CUST104838,16-10-2025,16,Premium,Central,3.71,67.5,22.9,98,956,Card,0,No,1,3.5,5,4,0
CUST104839,09-06-2025,13,Pro,Central,2.65,38.5,98.6,7,426,UPI,0,Yes,0,15.8,4,8,1
CUST104840,29-01-2025,23,Pro,South,13.63,27.9,89.7,49,424,UPI,0,Yes,2,4.8,4,9,1
CUST104841,26-11-2024,22,Basic,North,1.63,30.2,72.2,118,279,UPI,0,No,0,19.2,5,2,0
CUST104842,04-08-2025,16,PRO,North,1.84,24.4,58.9,10,544,Card,0,No,0,0.2,2,3,0
CUST104843,24-11-2023,28,PRO,East,4.47,31.5,90.5,87,508,Card,0,Yes,0,5.6,3,4,0
CUST104844,07-09-2025,35,PRO,South,3.15,79.4,76.5,41,409,UPI,0,No,4,5.8,3,12,0
CUST104845,11-08-2025,8,Basic,West,2.49,49.3,62.6,93,236,NetBanking,1,No,0,4.8,4,5,1
CUST104846,31-01-2025,22,Premium,East,3.25,43.9,90.2,84,803,Card,0,No,1,15.2,3,12,0
CUST104847,14-09-2023,21,basic,West,7,40.4,29,42,203,NetBanking,0,No,2,13.5,,4,1
CUST104848,15-09-2024,26,PRO,West,3.69,36.7,32,34,561,UPI,2,No,1,64.3,,6,0
CUST104849,19-11-2024,21,PRO,Central,1.55,36.9,93.7,58,568,NetBanking,0,No,1,11.4,4,0,0
CUST104850,08-09-2023,25,PRO,West,3.4,59.5,16,11,495,UPI,1,No,1,21.6,5,10,0
CUST104851,09-01-2025,1,Pro,West,5.63,37.2,14.2,72,510,Card,1,No,1,3.3,5,3,0
CUST104852,24-02-2025,6,Pro,South,4.73,31.7,81.3,11,412,UPI,0,No,1,12.7,3,10,0
CUST104853,30-09-2025,23,Basic,Central,2.16,19.3,47.3,27,251,NetBanking,2,No,0,7.9,4,12,0
CUST104854,11-10-2025,23,PRO,Central,2.07,37.1,92.5,92,405,NetBanking,1,Yes,1,23.1,1,13,0
CUST104855,28-08-2025,23,Basic,East,1.98,26,37.1,45,217,Card,1,No,0,25.6,4,1,0
CUST104856,22-09-2024,32,Pro,Central,10.01,32.4,35.9,108,455,UPI,0,Yes,3,3.5,4,7,1
CUST104857,24-10-2024,30,Basic,North,3.39,20.6,96.1,39,247,UPI,0,No,1,0.7,5,14,0
CUST104858,13-01-2024,13,Premium,South,7.78,36,59.8,98,715,Card,0,No,2,9.3,2,7,0
CUST104859,01-08-2024,18,Pro,East,0.8,25.1,65.2,28,546,UPI,0,No,1,4.9,4,14,0
CUST104860,06-08-2024,23,PRO,North,4.05,15.9,90.8,119,455,UPI,0,Yes,2,14.9,5,4,0
CUST104861,19-03-2024,15,PRO,West,8.34,53.9,44.3,114,452,Card,1,No,3,0.1,4,13,0
CUST104862,18-10-2023,33,Premium,North,4.85,13.2,32.3,69,967,NetBanking,1,No,0,14,4,8,1
CUST104863,19-03-2024,21,Basic,East,5.1,23.3,61.4,15,219,UPI,1,No,0,9.3,4,7,0
CUST104864,04-11-2024,23,PRO,Central,5.33,40.7,46.9,45,436,UPI,1,No,0,4.7,2,10,1
CUST104865,24-08-2024,27,Pro,South,3.77,50,24.7,91,445,Card,0,No,1,10.2,4,7,0
CUST104866,10-03-2024,18,Basic,East,4.16,34.6,20.7,64,255,UPI,0,No,2,32.7,3,0,0
CUST104867,21-03-2024,24,Basic,North,4.86,33.2,75.3,28,257,NetBanking,1,No,1,26.1,,0,0
CUST104868,22-10-2023,7,basic,North,11.03,15.3,13.1,51,275,NetBanking,0,Yes,1,24.8,,9,1
CUST104869,13-08-2024,20,Basic,East,7.59,24.7,57.5,39,224,Card,1,Yes,1,3.2,5,2,0
CUST104870,24-05-2025,27,Pro,East,7.96,9.6,39.7,5,571,Card,2,No,1,6.2,2,5,1
CUST104871,09-07-2024,6,Basic,East,5.24,32.4,23.6,26,257,UPI,0,Yes,2,0.9,,8,0
CUST104872,16-04-2025,27,Pro,Central,10.51,42.2,90.2,36,570,UPI,1,No,2,1.7,2,14,0
CUST104873,15-01-2025,9,Basic,East,4.35,40.8,76.6,21,245,Card,1,No,0,3.2,,11,0
CUST104874,30-12-2023,31,basic,West,1.74,8.5,79.6,6,259,UPI,1,Yes,0,25.8,3,13,0
CUST104875,28-11-2023,21,Premium,South,5.7,44.3,49.2,0,805,Card,2,No,0,1.5,3,12,0
CUST104876,10-06-2024,26,Pro,South,1.96,54.3,68.4,76,442,NetBanking,1,No,1,5.2,4,12,0
CUST104877,19-11-2025,13,basic,West,4.92,29.3,18.1,47,252,NetBanking,2,Yes,0,0.4,4,0,1
CUST104878,28-12-2023,23,Pro,North,11.46,58.6,22.5,50,445,NetBanking,0,No,0,3.7,4,6,0
CUST104879,24-10-2025,20,Basic,North,2.15,28.2,39,107,214,UPI,0,No,3,19.2,5,3,1
CUST104880,16-07-2024,28,Basic,North,9.72,11.8,51.2,13,200,Card,1,No,2,31.2,1,1,0
CUST104881,24-07-2023,17,Basic,North,4.27,32.8,18.4,78,208,NetBanking,0,Yes,1,6.4,3,8,0
CUST104882,03-08-2023,28,Premium,Central,2.86,30.5,60.8,11,798,UPI,1,No,3,3.9,5,1,0
CUST104883,26-10-2025,2,PRO,West,1.77,50.8,31.6,48,504,Card,1,Yes,0,10.3,4,1,0
CUST104884,06-09-2025,25,PRO,South,2.1,20,79.7,40,499,UPI,1,Yes,1,0.3,3,6,0
CUST104885,26-08-2024,6,Premium,West,3.44,40.9,10,67,922,NetBanking,0,No,1,4.9,4,3,0
CUST104886,22-10-2025,11,Premium,South,3.14,9.2,87.9,113,876,Card,2,No,0,18.5,1,9,0
CUST104887,26-04-2025,6,PRO,North,4.91,26.8,75.9,107,451,Card,0,No,2,0.2,3,11,0
CUST104888,15-12-2023,11,PRO,Central,3.23,29.3,59.2,106,591,UPI,0,No,0,3.9,4,10,1
CUST104889,06-05-2025,14,basic,East,1.74,27.4,76.4,84,214,Card,1,No,0,2.6,3,11,0
CUST104890,11-12-2023,2,Basic,East,2.23,11.5,42.8,1,270,Card,1,No,0,5.2,4,2,0
CUST104891,11-04-2025,3,Pro,North,4.55,26.8,24.6,118,549,UPI,4,No,2,0.9,4,6,1
CUST104892,04-12-2024,35,Pro,North,2.07,35.4,10.8,115,534,Card,0,No,0,6.7,2,8,0
CUST104893,10-01-2024,33,Premium,West,0.51,51,59.4,84,818,NetBanking,2,No,1,7.6,,14,0
CUST104894,11-02-2024,24,Pro,Central,1.51,23.5,36.3,61,549,NetBanking,0,No,0,1.2,4,7,0
CUST104895,19-09-2024,19,PRO,Central,2.58,19.7,29.1,56,444,UPI,2,No,0,20.6,5,9,1
CUST104896,10-05-2025,18,Pro,West,2.34,69,88,13,469,NetBanking,1,No,3,15.6,4,10,0
CUST104897,25-09-2025,24,Basic,Central,4.75,3.1,75.3,43,240,NetBanking,0,Yes,0,3.6,5,5,0
CUST104898,04-12-2023,35,Pro,Central,4.55,23.5,99.1,65,490,NetBanking,0,No,2,1.9,4,12,0
CUST104899,26-03-2025,1,Pro,East,8.22,19.1,69.5,74,436,Card,1,Yes,1,76.2,4,9,0
CUST104900,27-01-2024,25,Pro,Central,2.41,9.8,90.6,36,434,NetBanking,0,No,4,0.3,3,6,0
CUST104901,01-05-2024,34,Pro,North,10.96,33.6,20.7,77,578,NetBanking,0,No,1,8.8,1,10,0
CUST104902,08-07-2025,25,Basic,East,3.84,51.4,75,46,232,Card,1,No,2,16,3,14,1
CUST104903,27-01-2025,16,Pro,North,2.61,50.6,17.8,60,582,NetBanking,0,Yes,0,33.3,3,0,1
CUST104904,15-06-2025,34,Pro,North,6.12,43.6,18.5,83,416,Card,0,No,2,8.9,4,7,0
CUST104905,06-01-2025,29,Pro,West,2.62,52.9,87.2,98,564,Card,0,No,0,10.3,3,5,0
CUST104906,18-12-2024,19,Pro,Central,6.09,31.4,42.4,26,536,NetBanking,0,No,2,26.6,2,9,0
CUST104907,12-06-2025,23,Basic,Central,1.17,35,38.5,48,228,NetBanking,2,No,1,6.3,5,9,0
CUST104908,16-08-2025,19,Basic,Central,7.66,38.6,26.5,59,262,Card,0,No,3,5.6,3,0,0
CUST104909,17-10-2024,25,basic,Central,7.72,54,53.6,69,276,NetBanking,1,Yes,2,26.6,5,0,0
CUST104910,04-09-2025,16,Pro,East,3.5,28.9,28.3,70,494,Card,1,Yes,2,15.6,5,6,0
CUST104911,21-10-2023,9,Pro,South,3.8,53,58.4,44,399,Card,1,Yes,0,13.2,5,0,0
CUST104912,20-08-2024,1,Premium,North,12.1,58.7,69.4,0,891,UPI,1,Yes,0,2.1,3,11,0
CUST104913,19-10-2025,19,Basic,South,2.78,39.7,68.9,12,239,NetBanking,1,No,3,6.7,1,10,0
CUST104914,30-01-2025,33,Basic,South,4.34,47.2,42.8,37,225,UPI,1,No,0,6.1,3,12,0
CUST104915,31-05-2024,34,Pro,South,1.17,17.3,73.4,16,466,UPI,2,No,1,29.5,5,8,1
CUST104916,23-02-2024,16,Pro,East,3.97,43.5,33.9,101,566,Card,1,No,3,0.6,,0,0
CUST104917,23-11-2024,18,Pro,South,2.73,43.5,82.7,99,405,Card,1,No,2,50,4,11,1
CUST104918,13-10-2024,34,Premium,East,4.57,38.9,10,37,911,UPI,1,Yes,0,29.4,3,9,0
CUST104919,28-07-2025,25,Premium,West,4.91,48.1,97,0,969,NetBanking,1,No,3,12.1,3,2,0
CUST104920,08-04-2025,6,Basic,West,6.55,37.5,49,0,265,UPI,1,Yes,2,6.6,5,14,0
CUST104921,01-11-2023,21,Premium,West,6.95,30,40.1,82,812,UPI,3,Yes,1,17.6,2,2,0
CUST104922,30-06-2025,6,Basic,East,4.64,33.3,66.2,117,209,NetBanking,0,Yes,0,21.6,3,3,0
CUST104923,07-05-2024,32,Pro,East,4.33,33.7,89.1,114,541,Card,0,No,2,2.3,5,2,0
CUST104924,09-08-2025,31,PRO,North,4.8,34.9,41.7,29,405,UPI,0,No,2,25,3,13,0
CUST104925,18-09-2024,10,PRO,South,3.84,29.5,16.3,76,504,NetBanking,2,Yes,1,1.9,4,8,0
CUST104926,24-02-2025,30,basic,Central,7.78,28.9,41.8,6,283,NetBanking,0,No,2,6.2,3,4,0
CUST104927,05-11-2025,18,basic,Central,10.09,44.6,10.5,106,235,NetBanking,0,Yes,1,2.7,2,8,0
CUST104928,10-12-2023,24,Pro,South,7.97,35.7,26.7,19,579,Card,0,No,0,9.3,3,12,0
CUST104929,11-05-2024,9,Basic,Central,6.14,17.6,14.7,43,232,NetBanking,1,Yes,1,32.1,1,5,0
CUST104930,01-12-2025,31,Basic,Central,3.69,43.4,44.9,72,283,UPI,1,Yes,0,5.1,,12,0
CUST104931,19-12-2023,15,Pro,Central,8.67,21.4,15.4,12,572,NetBanking,3,No,1,20.5,3,9,0
CUST104932,30-09-2025,4,Pro,East,2.69,63.3,98.6,38,592,NetBanking,2,No,3,8.6,4,3,1
CUST104933,25-08-2023,9,PRO,East,2.16,19.8,80.4,19,482,UPI,1,Yes,1,20.2,,1,0
CUST104934,18-03-2024,9,Basic,East,1.47,63.9,47.8,88,232,NetBanking,2,No,2,27.7,,5,0
CUST104935,25-11-2023,26,Premium,South,14.8,41.8,81.1,4,955,UPI,1,No,4,6.8,2,13,0
CUST104936,05-05-2025,4,Basic,West,8.9,28.7,47.6,111,280,Card,0,No,2,6,4,11,0
CUST104937,27-12-2024,17,Premium,Central,5.24,23.3,68.2,51,801,Card,0,No,3,2.9,4,5,1
CUST104938,07-09-2023,16,Pro,North,2.76,43.9,83.9,113,529,NetBanking,1,No,1,26.6,2,11,1
CUST104939,20-05-2025,15,Pro,East,2.07,29.5,71.6,24,567,Card,0,Yes,2,16.4,4,13,0
CUST104940,07-09-2025,35,Premium,North,3.75,24,17.6,11,901,Card,0,Yes,1,7.4,,5,0
CUST104941,29-02-2024,5,basic,Central,1.17,25.6,13.9,89,200,NetBanking,0,No,0,5.9,3,4,0
CUST104942,21-11-2024,5,Basic,West,3.45,34.6,61.3,55,265,UPI,1,No,1,1.3,2,14,0
CUST104943,10-10-2024,20,Pro,North,11.42,36.1,27.7,85,399,UPI,0,No,2,2.7,3,9,0
CUST104944,17-10-2024,15,Basic,Central,4.95,53.2,98.6,0,265,UPI,4,Yes,0,4,3,7,0
CUST104945,24-06-2025,18,Pro,Central,7.46,31.4,11.5,71,509,UPI,1,Yes,2,25.9,3,7,0
CUST104946,24-06-2025,2,basic,East,4.99,43.6,77.4,99,215,UPI,1,Yes,3,13.2,4,13,0
CUST104947,26-08-2023,29,Premium,West,5.41,28.6,13.8,48,901,NetBanking,0,Yes,0,2.5,2,3,0
CUST104948,22-02-2025,13,Pro,Central,4.79,21.3,65,66,455,Card,0,Yes,2,5.2,2,3,0
CUST104949,26-05-2024,4,Basic,West,6.31,24.3,47.8,21,269,UPI,0,No,2,2.5,4,0,0
CUST104950,14-09-2023,10,Premium,East,4.9,,67,113,721,Card,1,No,1,4.1,3,13,0
CUST104951,14-10-2023,31,basic,North,4.35,35.4,78.6,103,208,UPI,0,Yes,0,2,4,8,0
CUST104952,06-10-2024,8,basic,South,10.58,28.5,13,84,297,NetBanking,0,Yes,1,20.6,5,7,1
CUST104953,27-08-2023,3,Pro,South,2.68,31.6,56.9,84,571,NetBanking,0,No,2,0.7,4,9,0
CUST104954,16-04-2024,9,Pro,South,4.3,26.7,94.8,30,460,Card,2,No,0,7.1,5,10,0
CUST104955,29-05-2025,30,Pro,West,5.73,35.7,29.6,0,549,Card,1,No,1,4,2,14,1
CUST104956,01-08-2025,11,Pro,South,4.16,55.5,17,104,528,Card,0,No,0,6.2,2,13,0
CUST104957,19-09-2024,35,Basic,North,4.29,44.8,79.4,26,240,Card,0,No,0,26.9,4,6,0
CUST104958,10-02-2024,13,Premium,Central,4.25,21.9,76.7,1,923,NetBanking,2,No,0,7.3,,10,0
CUST104959,05-04-2024,13,PRO,West,13.44,57.1,45.1,92,465,Card,2,No,0,6.9,4,3,0
CUST104960,23-11-2025,12,basic,North,5.88,71.9,84.7,105,222,UPI,2,Yes,2,6.5,3,6,0
CUST104961,31-05-2024,10,PRO,West,8.14,34.5,59,109,454,NetBanking,2,No,0,1.9,3,0,0
CUST104962,04-12-2024,9,Pro,West,2.38,33.5,52.8,0,439,UPI,0,Yes,0,9.8,,7,1
CUST104963,08-03-2025,7,Basic,West,0.82,47.4,84,41,245,NetBanking,4,No,0,4,3,2,1
CUST104964,22-03-2024,2,Basic,East,3.45,44.9,18.8,7,231,NetBanking,0,Yes,3,11.4,3,14,0
CUST104965,03-12-2023,23,Basic,Central,3.91,28.7,30.2,34,258,UPI,0,No,3,13,3,6,0
CUST104966,04-01-2024,21,Premium,South,7.67,27.4,50,108,874,NetBanking,3,Yes,0,20.2,4,0,1
CUST104967,30-10-2024,23,Pro,East,2.04,28.4,17.7,34,434,Card,1,Yes,1,14.6,2,4,0
CUST104968,16-12-2024,29,basic,Central,5.94,53.8,99.6,6,201,UPI,1,Yes,0,11.5,2,14,1
CUST104969,18-05-2025,14,Basic,South,2.7,29.8,38.2,22,258,NetBanking,0,Yes,2,17.6,,9,0
CUST104970,25-11-2023,26,Pro,East,1.36,35,95.3,22,494,NetBanking,1,No,4,13,3,7,0
CUST104971,07-10-2023,5,Pro,East,3.04,49.9,52.7,106,541,UPI,0,Yes,1,5,4,5,0
CUST104972,08-10-2024,31,PRO,North,4.87,54,93.2,45,590,UPI,0,No,1,1.4,3,6,0
CUST104973,08-11-2024,25,Premium,East,3.81,21.4,49.6,102,731,Card,0,Yes,0,16.8,1,3,0
CUST104974,20-12-2023,31,Pro,West,6.33,16.5,83.3,18,556,Card,1,No,3,2.9,5,11,0
CUST104975,29-12-2023,20,Pro,East,3.86,40.1,77.6,78,498,Card,0,Yes,3,23.8,4,12,0
CUST104976,10-09-2025,17,Pro,West,2.39,36.5,95.2,71,411,Card,1,Yes,2,14.4,4,9,0
CUST104977,31-07-2024,2,Premium,Central,6.65,46.4,67.4,96,925,Card,2,No,0,7.1,4,13,0
CUST104978,13-10-2023,25,Basic,Central,4.9,13.5,30.4,98,268,UPI,0,No,2,39.6,3,4,0
CUST104979,12-03-2024,13,basic,West,5.75,30,58.8,103,231,UPI,1,No,2,16.7,5,13,1
CUST104980,01-11-2024,28,PRO,North,3.82,38.2,23.1,12,542,UPI,2,No,0,7.9,5,12,0
CUST104981,31-07-2024,6,Basic,North,5.47,20.3,40.1,49,268,UPI,0,No,1,4.3,3,12,0
CUST104982,19-05-2024,3,basic,Central,4.37,42.4,81,30,216,Card,0,Yes,1,3.7,5,8,0
CUST104983,08-04-2024,35,Pro,East,4.04,53.1,11.3,70,542,NetBanking,2,No,1,3.6,,0,0
CUST104984,23-07-2023,18,Basic,Central,1.58,20.6,65.9,83,266,Card,1,No,0,7.4,1,9,0
CUST104985,22-09-2023,11,basic,Central,3.18,46.9,72.4,37,223,UPI,0,No,2,2.5,4,14,0
CUST104986,12-11-2024,20,Pro,West,4.29,33.3,91,56,565,UPI,1,Yes,0,15,4,3,0
CUST104987,17-06-2025,5,Pro,North,6.57,25.8,78.1,7,573,Card,0,Yes,2,21.6,4,8,0
CUST104988,20-05-2024,19,Basic,West,12.51,28.1,46.3,99,267,NetBanking,1,Yes,1,1,2,14,0
CUST104989,20-06-2024,22,Premium,Central,10.42,48.7,78.9,118,785,NetBanking,1,Yes,0,16.4,2,3,0
CUST104990,15-04-2025,19,Basic,South,12.7,28.6,66.3,13,256,Card,1,No,2,8.5,,10,0
CUST104991,11-10-2025,16,PRO,East,3.84,29.2,62.8,93,596,UPI,1,No,1,1,4,2,1
CUST104992,31-07-2024,24,Basic,Central,2.54,50.3,16.6,50,272,NetBanking,0,No,1,4.3,4,1,0
CUST104993,13-02-2025,4,Pro,West,7.85,46.9,58.6,8,518,NetBanking,1,Yes,1,25.9,4,3,0
CUST104994,29-01-2024,15,Basic,South,4.34,28.1,88,12,252,UPI,1,No,2,15.1,4,5,0
CUST104995,23-06-2024,25,Basic,South,8.09,62.8,49.3,75,282,Card,0,Yes,0,6.1,3,3,0
CUST104996,04-04-2024,35,Basic,Central,2.72,48.2,73.4,65,262,Card,0,Yes,1,14.9,3,8,0
CUST104997,28-08-2023,14,Pro,North,4.04,58.1,91.3,37,419,Card,0,Yes,1,3.6,3,5,0
CUST104998,08-04-2024,19,Pro,South,2.56,61.6,58.1,20,502,UPI,0,No,2,2.5,3,3,0
CUST104999,17-01-2024,7,Basic,East,3.34,26.5,17.9,28,199,NetBanking,0,No,0,30.1,2,1,0
CUST105000,27-09-2023,30,Premium,West,2.33,24.8,14.9,83,943,UPI,0,No,3,4.8,4,4,1
CUST105001,21-01-2024,19,basic,West,3.78,7.7,81.8,49,298,NetBanking,1,No,1,2.9,2,9,1
CUST105002,03-12-2025,25,Pro,West,1.76,57.1,12.9,63,501,NetBanking,1,No,2,11.1,4,10,0
CUST105003,24-11-2024,16,Basic,Central,1.2,10.4,99.9,8,270,Card,1,No,2,25.6,4,12,0
CUST105004,02-04-2024,8,Pro,West,5.01,39.1,21.5,14,499,UPI,2,Yes,2,17.1,4,9,1
CUST105005,15-02-2025,18,PRO,West,2.77,17.8,79.8,52,521,Card,1,No,1,7,4,1,1
CUST105006,17-02-2024,28,Pro,East,9.87,33.3,88.1,96,477,NetBanking,1,Yes,2,12.1,4,0,0
CUST105007,03-04-2025,16,basic,North,4.63,34.8,37.6,52,231,NetBanking,0,Yes,0,2.7,,11,0
CUST105008,20-11-2024,19,Basic,Central,6.7,62,58.7,70,235,Card,0,No,3,8.6,,3,0
CUST105009,12-11-2024,17,PRO,Central,9.07,44.6,95.7,2,480,UPI,1,No,3,21.9,,2,0
CUST105010,28-01-2024,13,Basic,West,7.03,79,96,86,247,UPI,1,No,2,32.6,4,0,0
CUST105011,22-11-2023,7,Pro,East,8,38.1,93.7,21,515,UPI,1,No,1,15.8,3,10,0
CUST105012,29-05-2024,27,Basic,South,10.72,39.5,34.7,38,215,Card,2,Yes,1,6,4,3,1
CUST105013,12-05-2024,10,basic,West,3.11,18.7,15.4,76,221,Card,3,No,1,3.7,3,6,1
CUST105014,01-12-2024,34,Basic,West,3.2,24.9,19.3,8,235,NetBanking,0,No,1,4.6,4,5,0
CUST105015,05-06-2024,25,Premium,Central,8.26,13.4,22.8,33,855,UPI,0,No,2,16.6,4,13,0
CUST105016,28-06-2025,6,PRO,Central,1.34,34.3,70.5,11,559,Card,1,No,1,2.6,4,6,0
CUST105017,09-06-2024,24,Pro,West,9.05,23.2,82.2,33,543,NetBanking,0,No,0,6.2,2,12,0
CUST105018,18-04-2025,18,Basic,Central,5.31,29,14.5,44,212,Card,0,Yes,0,39.9,5,2,0
CUST105019,08-11-2024,23,Pro,East,3.75,15.7,90.1,96,438,NetBanking,0,Yes,1,29.9,3,10,0
CUST105020,10-09-2025,6,Pro,South,9.99,23.2,77.3,49,511,UPI,1,No,2,30.2,4,6,0
CUST105021,17-09-2023,29,Pro,South,7.1,35.4,57.7,98,568,NetBanking,0,No,0,0.7,5,9,0
CUST105022,17-07-2024,25,Basic,South,4.75,5.2,99.1,27,239,Card,1,Yes,0,32.7,4,2,1
CUST105023,01-02-2024,17,Premium,West,3.11,62.3,33.9,38,994,Card,1,No,0,2.5,3,5,0
CUST105024,23-10-2025,24,Pro,West,6.72,55.4,29.6,2,437,UPI,2,No,2,16.8,3,5,0
CUST105025,13-11-2023,11,Premium,West,1.86,69.8,40.1,46,895,UPI,2,No,0,2.6,,2,0
CUST105026,07-12-2025,26,Basic,East,4.5,20.2,57.4,11,289,Card,1,No,1,5.9,2,14,0
CUST105027,26-07-2024,34,Basic,South,6.94,27.5,44.8,42,272,Card,0,No,1,6.4,3,12,0
CUST105028,21-05-2024,28,Basic,Central,7.35,66,84.7,76,232,UPI,0,Yes,2,8.3,5,14,0
CUST105029,15-11-2025,3,PRO,Central,2.09,61.5,90.5,119,479,Card,0,No,2,26.8,4,14,1
CUST105030,29-09-2025,11,basic,North,3.21,28,97,66,244,UPI,1,No,1,12.1,2,1,1
CUST105031,05-12-2024,14,Premium,North,11.08,17.5,83.6,17,928,NetBanking,1,No,0,2.6,4,4,0
CUST105032,08-06-2025,26,Premium,Central,2.04,62.9,64.7,110,867,Card,1,Yes,2,6.7,5,1,0
CUST105033,29-10-2025,21,PRO,South,9.2,24.3,65.2,89,480,UPI,1,Yes,0,1.9,5,11,0
CUST105034,01-10-2023,30,PRO,West,4.03,44.7,26.8,9,439,Card,1,Yes,1,5,5,3,0
CUST105035,02-06-2024,8,PRO,Central,3.55,44,33.7,115,530,Card,1,No,1,6.6,4,10,1
CUST105036,19-03-2025,20,PRO,Central,7.59,30.2,99.8,3,407,NetBanking,0,No,2,4.5,4,11,0
CUST105037,02-01-2024,32,Pro,North,6.31,15.9,33.5,100,465,UPI,1,No,2,17.7,4,7,0
CUST105038,21-04-2024,22,PRO,South,1.87,51.3,52,11,425,NetBanking,0,No,0,0.2,3,14,1
CUST105039,07-08-2024,7,Premium,Central,11.9,14.9,44.7,52,699,NetBanking,1,No,1,32.5,4,4,0
CUST105040,17-06-2025,9,basic,West,1.47,12.5,71.9,50,256,NetBanking,1,No,3,8.9,1,12,0
CUST105041,05-08-2024,1,Premium,West,3.9,35.7,40.2,15,700,NetBanking,1,Yes,4,19.4,5,4,0
